 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Esperance                                                             *
 *                                                                      *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 25
 No. of observations.................(NOBb)............. 195


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............     0.120
 Saturated moisture content..........(WCS)............     0.375
 First coefficient...................(ALPHA)..........     0.036
 Second coefficient..................(N)..............     1.560
 Saturated conductivity..............(CONDS).......... .1000E-04
 Pore connectivity factor............(L)..............     0.500


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............     0.070
 Saturated moisture content..........(WCS)............     0.340
 First coefficient...................(ALPHA)..........     0.000
 Second coefficient..................(N)..............     7.000
 Saturated conductivity..............(CONDS).......... .5800E-07
 Pore connectivity factor............(L)..............     0.500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
 0.133E+05   4.125    0.1201    0.199E-06  -6.701    0.855E-11 -11.068    0.786E-05  -5.105
 0.158E+05   4.200    0.1177    0.103E-06  -6.989    0.441E-11 -11.356    0.546E-05  -5.263
 0.188E+05   4.275    0.1156    0.528E-07  -7.278    0.227E-11 -11.645    0.379E-05  -5.421
 0.224E+05   4.350    0.1138    0.272E-07  -7.566    0.117E-11 -11.933    0.264E-05  -5.579
 0.266E+05   4.425    0.1122    0.140E-07  -7.854    0.601E-12 -12.221    0.183E-05  -5.737
 0.316E+05   4.500    0.1108    0.720E-08  -8.143    0.309E-12 -12.510    0.127E-05  -5.895
 0.376E+05   4.575    0.1096    0.370E-08  -8.431    0.159E-12 -12.798    0.884E-06  -6.053
 0.447E+05   4.650    0.1085    0.191E-08  -8.720    0.819E-13 -13.087    0.615E-06  -6.211
 0.531E+05   4.725    0.1075    0.981E-09  -9.008    0.422E-13 -13.375    0.427E-06  -6.370
 0.631E+05   4.800    0.1066    0.505E-09  -9.297    0.217E-13 -13.664    0.297E-06  -6.528
 0.750E+05   4.875    0.1059    0.260E-09  -9.585    0.112E-13 -13.952    0.206E-06  -6.686
 0.891E+05   4.950    0.1052    0.134E-09  -9.874    0.574E-14 -14.241    0.143E-06  -6.844
 0.106E+06   5.025    0.1047    0.688E-10 -10.162    0.296E-14 -14.529    0.995E-07  -7.002
 0.126E+06   5.100    0.1041    0.354E-10 -10.451    0.152E-14 -14.818    0.691E-07  -7.160
 0.150E+06   5.175    0.1037    0.182E-10 -10.740    0.783E-15 -15.106    0.480E-07  -7.318
 0.178E+06   5.250    0.1033    0.937E-11 -11.028    0.403E-15 -15.395    0.334E-07  -7.477
 0.211E+06   5.325    0.1030    0.482E-11 -11.317    0.207E-15 -15.684    0.232E-07  -7.635
 0.251E+06   5.400    0.1026    0.248E-11 -11.605    0.107E-15 -15.972    0.161E-07  -7.793
 0.298E+06   5.475    0.1024    0.128E-11 -11.894    0.549E-16 -16.261    0.112E-07  -7.951
 0.355E+06   5.550    0.1021    0.657E-12 -12.182    0.282E-16 -16.549    0.778E-08  -8.109
 0.422E+06   5.625    0.1019    0.338E-12 -12.471    0.145E-16 -16.838    0.540E-08  -8.267
 0.501E+06   5.700    0.1018    0.174E-12 -12.760    0.748E-17 -17.126    0.376E-08  -8.425


  Pressure    Log P      WC       Rel K     Log RK   Abs K    Log KA     Diffus     Log D
 0.000E+00            0.3400    0.100E+01            0.580E-07
 0.141E+01   0.150    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.168E+01   0.225    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.200E+01   0.300    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.237E+01   0.375    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.282E+01   0.450    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.335E+01   0.525    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.398E+01   0.600    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.473E+01   0.675    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.562E+01   0.750    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.668E+01   0.825    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.794E+01   0.900    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.944E+01   0.975    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.112E+02   1.050    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.580E+13  12.763
 0.133E+02   1.125    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.373E+13  12.571
 0.158E+02   1.200    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.132E+13  12.121
 0.188E+02   1.275    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.469E+12  11.671
 0.224E+02   1.350    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.166E+12  11.221
 0.266E+02   1.425    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.591E+11  10.771
 0.316E+02   1.500    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.210E+11  10.321
 0.376E+02   1.575    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.744E+10   9.871
 0.447E+02   1.650    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.264E+10   9.421
 0.531E+02   1.725    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.936E+09   8.971
 0.631E+02   1.800    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.332E+09   8.521
 0.750E+02   1.875    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.118E+09   8.071
 0.891E+02   1.950    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.418E+08   7.621
 0.106E+03   2.025    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.148E+08   7.171
 0.126E+03   2.100    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.527E+07   6.721
 0.150E+03   2.175    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.187E+07   6.271
 0.178E+03   2.250    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.663E+06   5.821
 0.211E+03   2.325    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.235E+06   5.371
 0.251E+03   2.400    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.835E+05   4.921
 0.299E+03   2.475    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.296E+05   4.471
 0.355E+03   2.550    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.105E+05   4.021
 0.422E+03   2.625    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.373E+04   3.571
 0.501E+03   2.700    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.132E+04   3.121
 0.596E+03   2.775    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.469E+03   2.671
 0.708E+03   2.850    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.167E+03   2.221
 0.841E+03   2.925    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.591E+02   1.771
 0.100E+04   3.000    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.210E+02   1.321
 0.119E+04   3.075    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.744E+01   0.871
 0.141E+04   3.150    0.3400    0.100E+01   0.000    0.580E-07  -7.237    0.264E+01   0.421
 0.168E+04   3.225    0.3400    0.999E+00   0.000    0.580E-07  -7.237    0.936E+00  -0.029
 0.200E+04   3.300    0.3400    0.998E+00  -0.001    0.579E-07  -7.237    0.332E+00  -0.479
 0.237E+04   3.375    0.3398    0.996E+00  -0.002    0.577E-07  -7.238    0.118E+00  -0.930
 0.282E+04   3.450    0.3394    0.988E+00  -0.005    0.573E-07  -7.242    0.415E-01  -1.382
 0.335E+04   3.525    0.3381    0.965E+00  -0.015    0.560E-07  -7.252    0.145E-01  -1.837
 0.398E+04   3.600    0.3339    0.903E+00  -0.044    0.524E-07  -7.281    0.500E-02  -2.301
 0.473E+04   3.675    0.3206    0.749E+00  -0.126    0.434E-07  -7.362    0.164E-02  -2.784
 0.562E+04   3.750    0.2851    0.454E+00  -0.343    0.263E-07  -7.580    0.493E-03  -3.308
 0.668E+04   3.825    0.2180    0.146E+00  -0.836    0.846E-08  -8.072    0.126E-03  -3.898
 0.794E+04   3.900    0.1457    0.208E-01  -1.683    0.120E-08  -8.919    0.272E-04  -4.565
 0.944E+04   3.975    0.1012    0.164E-02  -2.785    0.951E-10 -10.022    0.522E-05  -5.282
 0.112E+05   4.050    0.0816    0.991E-04  -4.004    0.575E-11 -11.241    0.949E-06  -6.023
 0.133E+05   4.125    0.0742    0.550E-05  -5.260    0.319E-12 -12.496    0.170E-06  -6.768
 0.158E+05   4.200    0.0715    0.296E-06  -6.529    0.172E-13 -13.766    0.304E-07  -7.517
 0.188E+05   4.275    0.0705    0.158E-07  -7.802    0.914E-15 -15.039    0.541E-08  -8.267
 0.224E+05   4.350    0.0702    0.838E-09  -9.077    0.486E-16 -16.313    0.963E-09  -9.017
 0.266E+05   4.425    0.0701    0.445E-10 -10.352    0.258E-17 -17.588    0.171E-09  -9.767
 0.316E+05   4.500    0.0700    0.236E-11 -11.627    0.137E-18 -18.863    0.304E-10 -10.517
 0.376E+05   4.575    0.0700    0.125E-12 -12.902    0.727E-20 -20.138    0.541E-11 -11.266
 0.447E+05   4.650    0.0700    0.666E-14 -14.177    0.386E-21 -21.413    0.963E-12 -12.016
 0.531E+05   4.725    0.0700    0.354E-15 -15.452    0.205E-22 -22.688    0.171E-12 -12.766
 0.631E+05   4.800    0.0700    0.188E-16 -16.727    0.109E-23 -23.963    0.304E-13 -13.516
 
 Inverse solution calculation time [sec]   2.18000000715256     
