Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -3.363000e+000  1.000000e-001  1.000000e+000
    3 -3.747000e+000  1.000000e+000  1.000000e+000
   51    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.299916e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.574425e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.823525e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -5.047218e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -6.245502e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -7.418378e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -8.565846e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -9.687907e-001 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -1.078456e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.185580e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.290164e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.392207e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.491709e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.588670e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.683090e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.774970e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.864309e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.951107e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -2.035364e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.117080e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.196256e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.272891e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.346985e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.418538e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.487550e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.554022e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -2.617953e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -2.679343e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -2.738192e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -2.794500e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -2.848268e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -2.899495e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -2.948181e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -2.994326e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -3.037930e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -3.078994e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -3.117517e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -3.153498e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -3.186940e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -3.217840e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -3.246200e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -3.272018e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -3.295296e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -3.316033e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -3.334230e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -3.349885e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -3.363000e+000 -1.000000e-001    2    2  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -3.491000e+000 -1.000000e-001    2    2  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -3.619000e+000 -1.000000e-001    2    2  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -3.747000e+000 -1.000000e-001    2    2  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    0
