 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  31. 7.2019    Time:  14:44:26
 Units: L = cm   , T = sec  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

    6640.0000  0.00000E+00  0.00000E+00  0.23603E-09  0.00000E+00 -0.19957E-06  0.00000E+00  0.00000E+00 -0.27902E-06  0.00000E+00 -0.83872E-02 -0.43270E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13824E+01  0.00000E+00  0.48237E-06     78  0.00000E+00      0.000
    6840.0000  0.00000E+00  0.00000E+00 -0.60906E-10  0.00000E+00 -0.18370E-06  0.00000E+00  0.00000E+00 -0.29120E-06  0.00000E+00 -0.84240E-02 -0.43376E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13824E+01  0.00000E+00  0.48237E-06     79  0.00000E+00      0.000
    7040.0000  0.00000E+00  0.00000E+00 -0.34841E-09  0.00000E+00 -0.16909E-06  0.00000E+00  0.00000E+00 -0.36088E-06  0.00000E+00 -0.84578E-02 -0.43474E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13823E+01  0.00000E+00  0.48237E-06     80  0.00000E+00      0.000
    7290.5000  0.00000E+00  0.00000E+00  0.14340E-09  0.00000E+00 -0.15265E-06  0.00000E+00  0.00000E+00 -0.32496E-06  0.00000E+00 -0.84960E-02 -0.43583E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13823E+01  0.00000E+00  0.51830E-06     81  0.00000E+00      0.000
    7541.0000  0.00000E+00  0.00000E+00 -0.15575E-09  0.00000E+00 -0.13772E-06  0.00000E+00  0.00000E+00 -0.36398E-06  0.00000E+00 -0.85305E-02 -0.43683E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13823E+01  0.00000E+00  0.51830E-06     82  0.00000E+00      0.000
    7791.5000  0.00000E+00  0.00000E+00  0.39386E-09  0.00000E+00 -0.12430E-06  0.00000E+00  0.00000E+00 -0.26532E-06  0.00000E+00 -0.85616E-02 -0.43773E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13822E+01  0.00000E+00  0.61696E-06     83  0.00000E+00      0.000
    8042.0000  0.00000E+00  0.00000E+00  0.16329E-09  0.00000E+00 -0.11217E-06  0.00000E+00  0.00000E+00 -0.22441E-06  0.00000E+00 -0.85897E-02 -0.43854E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13822E+01  0.00000E+00  0.65786E-06     84  0.00000E+00      0.000
    8292.0000  0.00000E+00  0.00000E+00 -0.48029E-10  0.00000E+00 -0.10123E-06  0.00000E+00  0.00000E+00 -0.23642E-06  0.00000E+00 -0.86150E-02 -0.43927E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13822E+01  0.00000E+00  0.65786E-06     85  0.00000E+00      0.000
    8542.0000  0.00000E+00  0.00000E+00 -0.24059E-09  0.00000E+00 -0.91357E-07  0.00000E+00  0.00000E+00 -0.29657E-06  0.00000E+00 -0.86379E-02 -0.43993E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.65786E-06     86  0.00000E+00      0.000
    8792.5000  0.00000E+00  0.00000E+00  0.38584E-09  0.00000E+00 -0.82443E-07  0.00000E+00  0.00000E+00 -0.19991E-06  0.00000E+00 -0.86585E-02 -0.44053E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.75451E-06     87  0.00000E+00      0.000
    9043.0000  0.00000E+00  0.00000E+00  0.22402E-09  0.00000E+00 -0.74402E-07  0.00000E+00  0.00000E+00 -0.14380E-06  0.00000E+00 -0.86772E-02 -0.44106E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.81063E-06     88  0.00000E+00      0.000
    9293.5000  0.00000E+00  0.00000E+00  0.93071E-10  0.00000E+00 -0.67154E-07  0.00000E+00  0.00000E+00 -0.12048E-06  0.00000E+00 -0.86940E-02 -0.44155E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.83394E-06     89  0.00000E+00      0.000
    9544.0000  0.00000E+00  0.00000E+00 -0.30192E-10  0.00000E+00 -0.60589E-07  0.00000E+00  0.00000E+00 -0.12805E-06  0.00000E+00 -0.87092E-02 -0.44199E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.83394E-06     90  0.00000E+00      0.000
    9794.0000  0.00000E+00  0.00000E+00 -0.15138E-09  0.00000E+00 -0.54679E-07  0.00000E+00  0.00000E+00 -0.16589E-06  0.00000E+00 -0.87228E-02 -0.44238E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13821E+01  0.00000E+00  0.83394E-06     91  0.00000E+00      0.000
   10044.0000  0.00000E+00  0.00000E+00 -0.25173E-09  0.00000E+00 -0.49350E-07  0.00000E+00  0.00000E+00 -0.22882E-06  0.00000E+00 -0.87352E-02 -0.44274E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.83394E-06     92  0.00000E+00      0.000
   10294.5000  0.00000E+00  0.00000E+00 -0.35384E-09  0.00000E+00 -0.44528E-07  0.00000E+00  0.00000E+00 -0.31746E-06  0.00000E+00 -0.87463E-02 -0.44306E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.83394E-06     93  0.00000E+00      0.000
   10545.0000  0.00000E+00  0.00000E+00  0.36624E-09  0.00000E+00 -0.40182E-07  0.00000E+00  0.00000E+00 -0.22572E-06  0.00000E+00 -0.87564E-02 -0.44335E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.92569E-06     94  0.00000E+00      0.000
   10795.5000  0.00000E+00  0.00000E+00  0.28901E-09  0.00000E+00 -0.36267E-07  0.00000E+00  0.00000E+00 -0.15332E-06  0.00000E+00 -0.87655E-02 -0.44361E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.99809E-06     95  0.00000E+00      0.000
   11046.0000  0.00000E+00  0.00000E+00  0.21950E-09  0.00000E+00 -0.32731E-07  0.00000E+00  0.00000E+00 -0.98334E-07  0.00000E+00 -0.87737E-02 -0.44385E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.10531E-05     96  0.00000E+00      0.000
   11296.0000  0.00000E+00  0.00000E+00  0.15886E-09  0.00000E+00 -0.29548E-07  0.00000E+00  0.00000E+00 -0.58619E-07  0.00000E+00 -0.87811E-02 -0.44406E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.10928E-05     97  0.00000E+00      0.000
   11546.0000  0.00000E+00  0.00000E+00  0.96946E-10  0.00000E+00 -0.26684E-07  0.00000E+00  0.00000E+00 -0.34383E-07  0.00000E+00 -0.87877E-02 -0.44425E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11170E-05     98  0.00000E+00      0.000
   11796.5000  0.00000E+00  0.00000E+00  0.57324E-10  0.00000E+00 -0.24097E-07  0.00000E+00  0.00000E+00 -0.20023E-07  0.00000E+00 -0.87938E-02 -0.44442E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11314E-05     99  0.00000E+00      0.000
   12047.0000  0.00000E+00  0.00000E+00  0.32521E-11  0.00000E+00 -0.21728E-07  0.00000E+00  0.00000E+00 -0.19208E-07  0.00000E+00 -0.87992E-02 -0.44458E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    100  0.00000E+00      0.000
   12297.5000  0.00000E+00  0.00000E+00 -0.19895E-10  0.00000E+00 -0.19595E-07  0.00000E+00  0.00000E+00 -0.24192E-07  0.00000E+00 -0.88041E-02 -0.44472E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    101  0.00000E+00      0.000
   12548.0000  0.00000E+00  0.00000E+00 -0.66244E-10  0.00000E+00 -0.17666E-07  0.00000E+00  0.00000E+00 -0.40786E-07  0.00000E+00 -0.88086E-02 -0.44485E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    102  0.00000E+00      0.000
   12798.5000  0.00000E+00  0.00000E+00 -0.10487E-09  0.00000E+00 -0.15929E-07  0.00000E+00  0.00000E+00 -0.67055E-07  0.00000E+00 -0.88126E-02 -0.44497E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    103  0.00000E+00      0.000
   13049.0000  0.00000E+00  0.00000E+00 -0.13576E-09  0.00000E+00 -0.14351E-07  0.00000E+00  0.00000E+00 -0.10106E-06  0.00000E+00 -0.88161E-02 -0.44508E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    104  0.00000E+00      0.000
   13299.0000  0.00000E+00  0.00000E+00 -0.15841E-09  0.00000E+00 -0.12942E-07  0.00000E+00  0.00000E+00 -0.14067E-06  0.00000E+00 -0.88194E-02 -0.44517E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    105  0.00000E+00      0.000
   13549.0000  0.00000E+00  0.00000E+00 -0.18163E-09  0.00000E+00 -0.11665E-07  0.00000E+00  0.00000E+00 -0.18607E-06  0.00000E+00 -0.88223E-02 -0.44525E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    106  0.00000E+00      0.000
   13718.0000  0.00000E+00  0.00000E+00 -0.20774E-09  0.00000E+00 -0.10859E-07  0.00000E+00  0.00000E+00 -0.22118E-06  0.00000E+00 -0.88241E-02 -0.44531E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    107  0.00000E+00      0.000
   13884.0000  0.00000E+00  0.00000E+00 -0.21566E-09  0.00000E+00 -0.10128E-07  0.00000E+00  0.00000E+00 -0.25698E-06  0.00000E+00 -0.88258E-02 -0.44536E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    108  0.00000E+00      0.000
   14050.0000  0.00000E+00  0.00000E+00 -0.22731E-09  0.00000E+00 -0.94455E-08  0.00000E+00  0.00000E+00 -0.29471E-06  0.00000E+00 -0.88274E-02 -0.44540E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    109  0.00000E+00      0.000
   14300.5000  0.00000E+00  0.00000E+00 -0.24388E-09  0.00000E+00 -0.85224E-08  0.00000E+00  0.00000E+00 -0.35581E-06  0.00000E+00 -0.88295E-02 -0.44546E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    110  0.00000E+00      0.000
   14551.0000  0.00000E+00  0.00000E+00 -0.26705E-09  0.00000E+00 -0.76858E-08  0.00000E+00  0.00000E+00 -0.42270E-06  0.00000E+00 -0.88314E-02 -0.44552E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    111  0.00000E+00      0.000
   14801.0000  0.00000E+00  0.00000E+00 -0.27449E-09  0.00000E+00 -0.69270E-08  0.00000E+00  0.00000E+00 -0.49132E-06  0.00000E+00 -0.88332E-02 -0.44557E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13820E+01  0.00000E+00  0.11322E-05    112  0.00000E+00      0.000
   15051.0000  0.00000E+00  0.00000E+00 -0.29772E-09  0.00000E+00 -0.62477E-08  0.00000E+00  0.00000E+00 -0.56575E-06  0.00000E+00 -0.88347E-02 -0.44562E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    113  0.00000E+00      0.000
   15301.5000  0.00000E+00  0.00000E+00 -0.29793E-09  0.00000E+00 -0.56289E-08  0.00000E+00  0.00000E+00 -0.64039E-06  0.00000E+00 -0.88361E-02 -0.44566E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    114  0.00000E+00      0.000
   15552.0000  0.00000E+00  0.00000E+00 -0.31339E-09  0.00000E+00 -0.50757E-08  0.00000E+00  0.00000E+00 -0.71889E-06  0.00000E+00 -0.88374E-02 -0.44569E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    115  0.00000E+00      0.000
   15802.5000  0.00000E+00  0.00000E+00 -0.32884E-09  0.00000E+00 -0.45745E-08  0.00000E+00  0.00000E+00 -0.80126E-06  0.00000E+00 -0.88386E-02 -0.44573E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    116  0.00000E+00      0.000
   16053.0000  0.00000E+00  0.00000E+00 -0.32883E-09  0.00000E+00 -0.41216E-08  0.00000E+00  0.00000E+00 -0.88364E-06  0.00000E+00 -0.88396E-02 -0.44576E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    117  0.00000E+00      0.000
   16303.5000  0.00000E+00  0.00000E+00 -0.34428E-09  0.00000E+00 -0.37171E-08  0.00000E+00  0.00000E+00 -0.96988E-06  0.00000E+00 -0.88405E-02 -0.44579E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    118  0.00000E+00      0.000
   16554.0000  0.00000E+00  0.00000E+00 -0.34428E-09  0.00000E+00 -0.33455E-08  0.00000E+00  0.00000E+00 -0.10561E-05  0.00000E+00 -0.88414E-02 -0.44581E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    119  0.00000E+00      0.000
   16804.0000  0.00000E+00  0.00000E+00 -0.35963E-09  0.00000E+00 -0.30222E-08  0.00000E+00  0.00000E+00 -0.11460E-05  0.00000E+00 -0.88421E-02 -0.44583E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    120  0.00000E+00      0.000
   17054.0000  0.00000E+00  0.00000E+00 -0.35962E-09  0.00000E+00 -0.27180E-08  0.00000E+00  0.00000E+00 -0.12359E-05  0.00000E+00 -0.88428E-02 -0.44585E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    121  0.00000E+00      0.000
   17304.5000  0.00000E+00  0.00000E+00 -0.36745E-09  0.00000E+00 -0.24553E-08  0.00000E+00  0.00000E+00 -0.13280E-05  0.00000E+00 -0.88434E-02 -0.44587E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    122  0.00000E+00      0.000
   17555.0000  0.00000E+00  0.00000E+00 -0.36745E-09  0.00000E+00 -0.22029E-08  0.00000E+00  0.00000E+00 -0.14200E-05  0.00000E+00 -0.88440E-02 -0.44589E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    123  0.00000E+00      0.000
   17855.0000  0.00000E+00  0.00000E+00 -0.37510E-09  0.00000E+00 -0.19575E-08  0.00000E+00  0.00000E+00 -0.15326E-05  0.00000E+00 -0.88446E-02 -0.44590E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    124  0.00000E+00      0.000
   18045.5000  0.00000E+00  0.00000E+00 -0.38333E-09  0.00000E+00 -0.18019E-08  0.00000E+00  0.00000E+00 -0.16056E-05  0.00000E+00 -0.88449E-02 -0.44591E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    125  0.00000E+00      0.000
   18236.0000  0.00000E+00  0.00000E+00 -0.37316E-09  0.00000E+00 -0.16653E-08  0.00000E+00  0.00000E+00 -0.16767E-05  0.00000E+00 -0.88452E-02 -0.44592E+02  0.00000E+00 -0.40856E+02  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    126  0.00000E+00      0.000
   18236.1000  0.00000E+00  0.00000E+00  0.38150E-09  0.00000E+00 -0.78133E-03  0.00000E+00  0.00000E+00 -0.16766E-05  0.00000E+00 -0.89234E-02 -0.44592E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13819E+01  0.00000E+00  0.11322E-05    127  0.00000E+00      0.000
   18236.2300  0.00000E+00  0.00000E+00 -0.41383E-09  0.00000E+00 -0.61741E-03  0.00000E+00  0.00000E+00 -0.16767E-05  0.00000E+00 -0.90036E-02 -0.44592E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13818E+01  0.00000E+00  0.11322E-05    128  0.00000E+00      0.000
   18236.3600  0.00000E+00  0.00000E+00 -0.57636E-08  0.00000E+00 -0.47426E-03  0.00000E+00  0.00000E+00 -0.16774E-05  0.00000E+00 -0.90653E-02 -0.44592E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13817E+01  0.00000E+00  0.11322E-05    129  0.00000E+00      0.000
   18236.5290  0.00000E+00  0.00000E+00  0.70213E-09  0.00000E+00 -0.44027E-03  0.00000E+00  0.00000E+00 -0.16773E-05  0.00000E+00 -0.91397E-02 -0.44592E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13816E+01  0.00000E+00  0.11324E-05    130  0.00000E+00      0.000
   18236.7487  0.00000E+00  0.00000E+00 -0.20045E-08  0.00000E+00 -0.44170E-03  0.00000E+00  0.00000E+00 -0.16777E-05  0.00000E+00 -0.92367E-02 -0.44593E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13815E+01  0.00000E+00  0.11324E-05    131  0.00000E+00      0.000
   18237.0343  0.00000E+00  0.00000E+00  0.70482E-10  0.00000E+00 -0.43805E-03  0.00000E+00  0.00000E+00 -0.16777E-05  0.00000E+00 -0.93618E-02 -0.44594E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13814E+01  0.00000E+00  0.11324E-05    132  0.00000E+00      0.000
   18237.4056  0.00000E+00  0.00000E+00  0.55737E-09  0.00000E+00 -0.43806E-03  0.00000E+00  0.00000E+00 -0.16775E-05  0.00000E+00 -0.95245E-02 -0.44601E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13813E+01  0.00000E+00  0.11326E-05    133  0.00000E+00      0.000
   18237.8883  0.00000E+00  0.00000E+00 -0.82127E-09  0.00000E+00 -0.43768E-03  0.00000E+00  0.00000E+00 -0.16779E-05  0.00000E+00 -0.97357E-02 -0.44624E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13810E+01  0.00000E+00  0.11326E-05    134  0.00000E+00      0.000
   18238.5158  0.00000E+00  0.00000E+00 -0.30974E-09  0.00000E+00 -0.43743E-03  0.00000E+00  0.00000E+00 -0.16781E-05  0.00000E+00 -0.10010E-01 -0.44694E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13808E+01  0.00000E+00  0.11326E-05    135  0.00000E+00      0.000
   18239.3315  0.00000E+00  0.00000E+00 -0.90540E-09  0.00000E+00 -0.43709E-03  0.00000E+00  0.00000E+00 -0.16789E-05  0.00000E+00 -0.10367E-01 -0.44866E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13804E+01  0.00000E+00  0.11326E-05    136  0.00000E+00      0.000
   18240.3919  0.00000E+00  0.00000E+00 -0.13847E-09  0.00000E+00 -0.43671E-03  0.00000E+00  0.00000E+00 -0.16790E-05  0.00000E+00 -0.10830E-01 -0.45229E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13800E+01  0.00000E+00  0.11326E-05    137  0.00000E+00      0.000
   18241.7705  0.00000E+00  0.00000E+00 -0.57889E-09  0.00000E+00 -0.43629E-03  0.00000E+00  0.00000E+00 -0.16798E-05  0.00000E+00 -0.11431E-01 -0.45906E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13794E+01  0.00000E+00  0.11326E-05    138  0.00000E+00      0.000
   18243.5627  0.00000E+00  0.00000E+00  0.42701E-09  0.00000E+00 -0.43581E-03  0.00000E+00  0.00000E+00 -0.16790E-05  0.00000E+00 -0.12212E-01 -0.47033E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13786E+01  0.00000E+00  0.11333E-05    139  0.00000E+00      0.000
   18245.8925  0.00000E+00  0.00000E+00  0.93678E-10  0.00000E+00 -0.43527E-03  0.00000E+00  0.00000E+00 -0.16788E-05  0.00000E+00 -0.13226E-01 -0.48615E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13776E+01  0.00000E+00  0.11336E-05    140  0.00000E+00      0.000
   18248.9213  0.00000E+00  0.00000E+00  0.21828E-10  0.00000E+00 -0.43462E-03  0.00000E+00  0.00000E+00 -0.16787E-05  0.00000E+00 -0.14543E-01 -0.50909E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13762E+01  0.00000E+00  0.11336E-05    141  0.00000E+00      0.000
   18252.8586  0.00000E+00  0.00000E+00 -0.22419E-09  0.00000E+00 -0.43386E-03  0.00000E+00  0.00000E+00 -0.16796E-05  0.00000E+00 -0.16251E-01 -0.54167E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13745E+01  0.00000E+00  0.11336E-05    142  0.00000E+00      0.000
   18258.3074  0.00000E+00  0.00000E+00 -0.77307E-11  0.00000E+00 -0.43290E-03  0.00000E+00  0.00000E+00 -0.16797E-05  0.00000E+00 -0.18610E-01 -0.58803E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13722E+01  0.00000E+00  0.11336E-05    143  0.00000E+00      0.000
   18264.8459  0.00000E+00  0.00000E+00  0.11642E-09  0.00000E+00 -0.43183E-03  0.00000E+00  0.00000E+00 -0.16789E-05  0.00000E+00 -0.21433E-01 -0.63895E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13694E+01  0.00000E+00  0.11344E-05    144  0.00000E+00      0.000
   18273.5639  0.00000E+00  0.00000E+00 -0.15643E-09  0.00000E+00 -0.43047E-03  0.00000E+00  0.00000E+00 -0.16803E-05  0.00000E+00 -0.25186E-01 -0.70711E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13656E+01  0.00000E+00  0.11344E-05    145  0.00000E+00      0.000
   18282.2820  0.00000E+00  0.00000E+00 -0.28240E-09  0.00000E+00 -0.42921E-03  0.00000E+00  0.00000E+00 -0.16827E-05  0.00000E+00 -0.28928E-01 -0.77100E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13619E+01  0.00000E+00  0.11344E-05    146  0.00000E+00      0.000
   18291.0000  0.00000E+00  0.00000E+00 -0.32651E-09  0.00000E+00 -0.42798E-03  0.00000E+00  0.00000E+00 -0.16856E-05  0.00000E+00 -0.32659E-01 -0.83057E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13581E+01  0.00000E+00  0.11344E-05    147  0.00000E+00      0.000
   18307.6667  0.00000E+00  0.00000E+00  0.85947E-10  0.00000E+00 -0.42574E-03  0.00000E+00  0.00000E+00 -0.16842E-05  0.00000E+00 -0.39755E-01 -0.94192E+02  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13510E+01  0.00000E+00  0.11358E-05    148  0.00000E+00      0.000
   18324.3333  0.00000E+00  0.00000E+00 -0.55570E-09  0.00000E+00 -0.42361E-03  0.00000E+00  0.00000E+00 -0.16934E-05  0.00000E+00 -0.46815E-01 -0.10419E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13440E+01  0.00000E+00  0.11358E-05    149  0.00000E+00      0.000
   18341.0000  0.00000E+00  0.00000E+00 -0.15189E-09  0.00000E+00 -0.42152E-03  0.00000E+00  0.00000E+00 -0.16959E-05  0.00000E+00 -0.53840E-01 -0.11413E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13369E+01  0.00000E+00  0.11358E-05    150  0.00000E+00      0.000
   18366.0000  0.00000E+00  0.00000E+00 -0.34424E-09  0.00000E+00 -0.41852E-03  0.00000E+00  0.00000E+00 -0.17045E-05  0.00000E+00 -0.64303E-01 -0.12773E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13265E+01  0.00000E+00  0.11358E-05    151  0.00000E+00      0.000
   18391.0000  0.00000E+00  0.00000E+00 -0.73624E-09  0.00000E+00 -0.41552E-03  0.00000E+00  0.00000E+00 -0.17230E-05  0.00000E+00 -0.74691E-01 -0.14089E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13161E+01  0.00000E+00  0.11358E-05    152  0.00000E+00      0.000
   18416.5000  0.00000E+00  0.00000E+00  0.62391E-09  0.00000E+00 -0.41252E-03  0.00000E+00  0.00000E+00 -0.17070E-05  0.00000E+00 -0.85211E-01 -0.15371E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.13056E+01  0.00000E+00  0.11517E-05    153  0.00000E+00      0.000
   18442.0000  0.00000E+00  0.00000E+00 -0.36016E-09  0.00000E+00 -0.40948E-03  0.00000E+00  0.00000E+00 -0.17162E-05  0.00000E+00 -0.95652E-01 -0.16584E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.12951E+01  0.00000E+00  0.11517E-05    154  0.00000E+00      0.000
   18492.0000  0.00000E+00  0.00000E+00  0.15189E-09  0.00000E+00 -0.40343E-03  0.00000E+00  0.00000E+00 -0.17086E-05  0.00000E+00 -0.11582E+00 -0.18884E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.12750E+01  0.00000E+00  0.11593E-05    155  0.00000E+00      0.000
   18542.0000  0.00000E+00  0.00000E+00  0.81855E-10  0.00000E+00 -0.39707E-03  0.00000E+00  0.00000E+00 -0.17045E-05  0.00000E+00 -0.13568E+00 -0.21067E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.12551E+01  0.00000E+00  0.11634E-05    156  0.00000E+00      0.000
   18592.0000  0.00000E+00  0.00000E+00  0.65938E-10  0.00000E+00 -0.39035E-03  0.00000E+00  0.00000E+00 -0.17012E-05  0.00000E+00 -0.15519E+00 -0.23181E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.12356E+01  0.00000E+00  0.11667E-05    157  0.00000E+00      0.000
