 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  31. 7.2019    Time:  14:44:26
 Units: L = cm   , T = sec  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

   18657.0000  0.00000E+00  0.00000E+00 -0.39381E-09  0.00000E+00 -0.38066E-03  0.00000E+00  0.00000E+00 -0.17268E-05  0.00000E+00 -0.17994E+00 -0.25842E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.12108E+01  0.00000E+00  0.11667E-05    158  0.00000E+00      0.000
   18732.0000  0.00000E+00  0.00000E+00  0.42883E-09  0.00000E+00 -0.36775E-03  0.00000E+00  0.00000E+00 -0.16947E-05  0.00000E+00 -0.20752E+00 -0.28773E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.11833E+01  0.00000E+00  0.11989E-05    159  0.00000E+00      0.000
   18827.0000  0.00000E+00  0.00000E+00  0.30604E-09  0.00000E+00 -0.34785E-03  0.00000E+00  0.00000E+00 -0.16656E-05  0.00000E+00 -0.24056E+00 -0.32377E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.11502E+01  0.00000E+00  0.12280E-05    160  0.00000E+00      0.000
   18967.0000  0.00000E+00  0.00000E+00  0.72760E-10  0.00000E+00 -0.30944E-03  0.00000E+00  0.00000E+00 -0.16554E-05  0.00000E+00 -0.28389E+00 -0.37248E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.11069E+01  0.00000E+00  0.12381E-05    161  0.00000E+00      0.000
   19118.0000  0.00000E+00  0.00000E+00 -0.17189E-09  0.00000E+00 -0.25765E-03  0.00000E+00  0.00000E+00 -0.16814E-05  0.00000E+00 -0.32279E+00 -0.42280E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.10680E+01  0.00000E+00  0.12381E-05    162  0.00000E+00      0.000
   19268.0000  0.00000E+00  0.00000E+00 -0.16848E-09  0.00000E+00 -0.20765E-03  0.00000E+00  0.00000E+00 -0.17066E-05  0.00000E+00 -0.35394E+00 -0.46712E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.10368E+01  0.00000E+00  0.12381E-05    163  0.00000E+00      0.000
   19418.0000  0.00000E+00  0.00000E+00  0.42292E-10  0.00000E+00 -0.16743E-03  0.00000E+00  0.00000E+00 -0.17003E-05  0.00000E+00 -0.37905E+00 -0.51056E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.10117E+01  0.00000E+00  0.12445E-05    164  0.00000E+00      0.000
   19568.0000  0.00000E+00  0.00000E+00  0.13847E-09  0.00000E+00 -0.13853E-03  0.00000E+00  0.00000E+00 -0.16795E-05  0.00000E+00 -0.39983E+00 -0.55023E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.99095E+00  0.00000E+00  0.12653E-05    165  0.00000E+00      0.000
   19718.0000  0.00000E+00  0.00000E+00 -0.13097E-09  0.00000E+00 -0.11789E-03  0.00000E+00  0.00000E+00 -0.16992E-05  0.00000E+00 -0.41752E+00 -0.58540E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.97327E+00  0.00000E+00  0.12653E-05    166  0.00000E+00      0.000
   19869.0000  0.00000E+00  0.00000E+00  0.80945E-10  0.00000E+00 -0.10144E-03  0.00000E+00  0.00000E+00 -0.16870E-05  0.00000E+00 -0.43283E+00 -0.61981E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.95795E+00  0.00000E+00  0.12775E-05    167  0.00000E+00      0.000
   20019.0000  0.00000E+00  0.00000E+00 -0.24102E-10  0.00000E+00 -0.89938E-04  0.00000E+00  0.00000E+00 -0.16906E-05  0.00000E+00 -0.44632E+00 -0.65532E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.94446E+00  0.00000E+00  0.12775E-05    168  0.00000E+00      0.000
   20169.0000  0.00000E+00  0.00000E+00  0.11255E-10  0.00000E+00 -0.79833E-04  0.00000E+00  0.00000E+00 -0.16889E-05  0.00000E+00 -0.45830E+00 -0.68610E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.93248E+00  0.00000E+00  0.12792E-05    169  0.00000E+00      0.000
   20319.0000  0.00000E+00  0.00000E+00 -0.74579E-10  0.00000E+00 -0.71907E-04  0.00000E+00  0.00000E+00 -0.17001E-05  0.00000E+00 -0.46909E+00 -0.71451E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.92170E+00  0.00000E+00  0.12792E-05    170  0.00000E+00      0.000
   20469.0000  0.00000E+00  0.00000E+00 -0.63665E-10  0.00000E+00 -0.65153E-04  0.00000E+00  0.00000E+00 -0.17096E-05  0.00000E+00 -0.47886E+00 -0.74067E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.91193E+00  0.00000E+00  0.12792E-05    171  0.00000E+00      0.000
   20620.0000  0.00000E+00  0.00000E+00 -0.26716E-10  0.00000E+00 -0.59374E-04  0.00000E+00  0.00000E+00 -0.17137E-05  0.00000E+00 -0.48782E+00 -0.76640E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.90296E+00  0.00000E+00  0.12792E-05    172  0.00000E+00      0.000
   20770.0000  0.00000E+00  0.00000E+00  0.33197E-10  0.00000E+00 -0.54651E-04  0.00000E+00  0.00000E+00 -0.17087E-05  0.00000E+00 -0.49602E+00 -0.79552E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.89476E+00  0.00000E+00  0.12841E-05    173  0.00000E+00      0.000
   20920.0000  0.00000E+00  0.00000E+00 -0.77307E-11  0.00000E+00 -0.50226E-04  0.00000E+00  0.00000E+00 -0.17098E-05  0.00000E+00 -0.50356E+00 -0.82247E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.88723E+00  0.00000E+00  0.12841E-05    174  0.00000E+00      0.000
   21070.0000  0.00000E+00  0.00000E+00 -0.24102E-10  0.00000E+00 -0.46660E-04  0.00000E+00  0.00000E+00 -0.17135E-05  0.00000E+00 -0.51055E+00 -0.84739E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.88023E+00  0.00000E+00  0.12841E-05    175  0.00000E+00      0.000
   21220.0000  0.00000E+00  0.00000E+00 -0.22510E-10  0.00000E+00 -0.43383E-04  0.00000E+00  0.00000E+00 -0.17168E-05  0.00000E+00 -0.51706E+00 -0.87036E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.87372E+00  0.00000E+00  0.12841E-05    176  0.00000E+00      0.000
   21371.0000  0.00000E+00  0.00000E+00  0.13301E-10  0.00000E+00 -0.40514E-04  0.00000E+00  0.00000E+00 -0.17148E-05  0.00000E+00 -0.52318E+00 -0.89199E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.86760E+00  0.00000E+00  0.12862E-05    177  0.00000E+00      0.000
   21521.0000  0.00000E+00  0.00000E+00  0.26375E-10  0.00000E+00 -0.37972E-04  0.00000E+00  0.00000E+00 -0.17109E-05  0.00000E+00 -0.52888E+00 -0.91228E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.86191E+00  0.00000E+00  0.12901E-05    178  0.00000E+00      0.000
   21671.0000  0.00000E+00  0.00000E+00 -0.38426E-10  0.00000E+00 -0.35625E-04  0.00000E+00  0.00000E+00 -0.17166E-05  0.00000E+00 -0.53422E+00 -0.93170E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.85656E+00  0.00000E+00  0.12901E-05    179  0.00000E+00      0.000
   21821.0000  0.00000E+00  0.00000E+00 -0.24670E-10  0.00000E+00 -0.33582E-04  0.00000E+00  0.00000E+00 -0.17203E-05  0.00000E+00 -0.53926E+00 -0.95062E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.85153E+00  0.00000E+00  0.12901E-05    180  0.00000E+00      0.000
   21971.0000  0.00000E+00  0.00000E+00  0.33992E-10  0.00000E+00 -0.31750E-04  0.00000E+00  0.00000E+00 -0.17152E-05  0.00000E+00 -0.54402E+00 -0.96985E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.84677E+00  0.00000E+00  0.12952E-05    181  0.00000E+00      0.000
   22122.0000  0.00000E+00  0.00000E+00  0.44906E-11  0.00000E+00 -0.30036E-04  0.00000E+00  0.00000E+00 -0.17146E-05  0.00000E+00 -0.54855E+00 -0.99285E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.84223E+00  0.00000E+00  0.12959E-05    182  0.00000E+00      0.000
   22272.0000  0.00000E+00  0.00000E+00 -0.20634E-10  0.00000E+00 -0.28516E-04  0.00000E+00  0.00000E+00 -0.17176E-05  0.00000E+00 -0.55283E+00 -0.10149E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.83795E+00  0.00000E+00  0.12959E-05    183  0.00000E+00      0.000
   22422.0000  0.00000E+00  0.00000E+00  0.42974E-10  0.00000E+00 -0.27080E-04  0.00000E+00  0.00000E+00 -0.17112E-05  0.00000E+00 -0.55689E+00 -0.10355E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.83389E+00  0.00000E+00  0.13023E-05    184  0.00000E+00      0.000
   22572.0000  0.00000E+00  0.00000E+00 -0.19327E-10  0.00000E+00 -0.25754E-04  0.00000E+00  0.00000E+00 -0.17141E-05  0.00000E+00 -0.56076E+00 -0.10548E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.83003E+00  0.00000E+00  0.13023E-05    185  0.00000E+00      0.000
   22723.0000  0.00000E+00  0.00000E+00 -0.23647E-10  0.00000E+00 -0.24560E-04  0.00000E+00  0.00000E+00 -0.17177E-05  0.00000E+00 -0.56447E+00 -0.10731E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.82632E+00  0.00000E+00  0.13023E-05    186  0.00000E+00      0.000
   22873.0000  0.00000E+00  0.00000E+00  0.10800E-11  0.00000E+00 -0.23455E-04  0.00000E+00  0.00000E+00 -0.17175E-05  0.00000E+00 -0.56798E+00 -0.10905E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.82280E+00  0.00000E+00  0.13025E-05    187  0.00000E+00      0.000
   23023.0000  0.00000E+00  0.00000E+00 -0.54627E-10  0.00000E+00 -0.22419E-04  0.00000E+00  0.00000E+00 -0.17257E-05  0.00000E+00 -0.57135E+00 -0.11070E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.81944E+00  0.00000E+00  0.13025E-05    188  0.00000E+00      0.000
   23173.0000  0.00000E+00  0.00000E+00 -0.54030E-10  0.00000E+00 -0.21462E-04  0.00000E+00  0.00000E+00 -0.17338E-05  0.00000E+00 -0.57457E+00 -0.11229E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.81622E+00  0.00000E+00  0.13025E-05    189  0.00000E+00      0.000
   23323.0000  0.00000E+00  0.00000E+00 -0.44878E-10  0.00000E+00 -0.20563E-04  0.00000E+00  0.00000E+00 -0.17405E-05  0.00000E+00 -0.57765E+00 -0.11381E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.81313E+00  0.00000E+00  0.13025E-05    190  0.00000E+00      0.000
   23474.0000  0.00000E+00  0.00000E+00  0.35840E-10  0.00000E+00 -0.19714E-04  0.00000E+00  0.00000E+00 -0.17351E-05  0.00000E+00 -0.58063E+00 -0.11530E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.81016E+00  0.00000E+00  0.13079E-05    191  0.00000E+00      0.000
   23624.0000  0.00000E+00  0.00000E+00  0.32685E-10  0.00000E+00 -0.18953E-04  0.00000E+00  0.00000E+00 -0.17302E-05  0.00000E+00 -0.58347E+00 -0.11674E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.80731E+00  0.00000E+00  0.13128E-05    192  0.00000E+00      0.000
   23774.0000  0.00000E+00  0.00000E+00  0.15092E-10  0.00000E+00 -0.18234E-04  0.00000E+00  0.00000E+00 -0.17280E-05  0.00000E+00 -0.58621E+00 -0.11814E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.80458E+00  0.00000E+00  0.13151E-05    193  0.00000E+00      0.000
   23924.0000  0.00000E+00  0.00000E+00  0.28592E-10  0.00000E+00 -0.17557E-04  0.00000E+00  0.00000E+00 -0.17237E-05  0.00000E+00 -0.58884E+00 -0.11953E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.80195E+00  0.00000E+00  0.13194E-05    194  0.00000E+00      0.000
   24074.0000  0.00000E+00  0.00000E+00  0.14495E-10  0.00000E+00 -0.16920E-04  0.00000E+00  0.00000E+00 -0.17215E-05  0.00000E+00 -0.59138E+00 -0.12091E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.79941E+00  0.00000E+00  0.13215E-05    195  0.00000E+00      0.000
   24225.0000  0.00000E+00  0.00000E+00  0.26233E-10  0.00000E+00 -0.16315E-04  0.00000E+00  0.00000E+00 -0.17175E-05  0.00000E+00 -0.59384E+00 -0.12235E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.79694E+00  0.00000E+00  0.13255E-05    196  0.00000E+00      0.000
   24375.0000  0.00000E+00  0.00000E+00  0.20293E-10  0.00000E+00 -0.15746E-04  0.00000E+00  0.00000E+00 -0.17145E-05  0.00000E+00 -0.59620E+00 -0.12403E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.79458E+00  0.00000E+00  0.13285E-05    197  0.00000E+00      0.000
   24525.0000  0.00000E+00  0.00000E+00 -0.15291E-10  0.00000E+00 -0.15222E-04  0.00000E+00  0.00000E+00 -0.17168E-05  0.00000E+00 -0.59849E+00 -0.12582E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.79230E+00  0.00000E+00  0.13285E-05    198  0.00000E+00      0.000
   24675.0000  0.00000E+00  0.00000E+00  0.22794E-10  0.00000E+00 -0.14724E-04  0.00000E+00  0.00000E+00 -0.17134E-05  0.00000E+00 -0.60069E+00 -0.12748E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.79009E+00  0.00000E+00  0.13320E-05    199  0.00000E+00      0.000
   24825.0000  0.00000E+00  0.00000E+00 -0.20236E-10  0.00000E+00 -0.14250E-04  0.00000E+00  0.00000E+00 -0.17164E-05  0.00000E+00 -0.60283E+00 -0.12907E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78795E+00  0.00000E+00  0.13320E-05    200  0.00000E+00      0.000
   24976.0000  0.00000E+00  0.00000E+00  0.17508E-10  0.00000E+00 -0.13793E-04  0.00000E+00  0.00000E+00 -0.17138E-05  0.00000E+00 -0.60491E+00 -0.13059E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78587E+00  0.00000E+00  0.13346E-05    201  0.00000E+00      0.000
   25126.0000  0.00000E+00  0.00000E+00  0.14552E-10  0.00000E+00 -0.13360E-04  0.00000E+00  0.00000E+00 -0.17116E-05  0.00000E+00 -0.60692E+00 -0.13204E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78387E+00  0.00000E+00  0.13368E-05    202  0.00000E+00      0.000
   25276.0000  0.00000E+00  0.00000E+00  0.19128E-10  0.00000E+00 -0.12946E-04  0.00000E+00  0.00000E+00 -0.17087E-05  0.00000E+00 -0.60886E+00 -0.13343E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78192E+00  0.00000E+00  0.13397E-05    203  0.00000E+00      0.000
   25426.0000  0.00000E+00  0.00000E+00 -0.97771E-11  0.00000E+00 -0.12557E-04  0.00000E+00  0.00000E+00 -0.17102E-05  0.00000E+00 -0.61074E+00 -0.13478E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78004E+00  0.00000E+00  0.13397E-05    204  0.00000E+00      0.000
   25576.0000  0.00000E+00  0.00000E+00  0.12278E-10  0.00000E+00 -0.12187E-04  0.00000E+00  0.00000E+00 -0.17083E-05  0.00000E+00 -0.61257E+00 -0.13608E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77821E+00  0.00000E+00  0.13415E-05    205  0.00000E+00      0.000
   25727.0000  0.00000E+00  0.00000E+00  0.12108E-10  0.00000E+00 -0.11831E-04  0.00000E+00  0.00000E+00 -0.17065E-05  0.00000E+00 -0.61436E+00 -0.13735E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77643E+00  0.00000E+00  0.13433E-05    206  0.00000E+00      0.000
   25877.0000  0.00000E+00  0.00000E+00  0.84981E-11  0.00000E+00 -0.11492E-04  0.00000E+00  0.00000E+00 -0.17052E-05  0.00000E+00 -0.61608E+00 -0.13857E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77470E+00  0.00000E+00  0.13446E-05    207  0.00000E+00      0.000
   26027.0000  0.00000E+00  0.00000E+00 -0.79865E-11  0.00000E+00 -0.11166E-04  0.00000E+00  0.00000E+00 -0.17064E-05  0.00000E+00 -0.61776E+00 -0.13976E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77303E+00  0.00000E+00  0.13446E-05    208  0.00000E+00      0.000
   26177.0000  0.00000E+00  0.00000E+00  0.62528E-12  0.00000E+00 -0.10854E-04  0.00000E+00  0.00000E+00 -0.17063E-05  0.00000E+00 -0.61938E+00 -0.14092E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77140E+00  0.00000E+00  0.13447E-05    209  0.00000E+00      0.000
   26327.0000  0.00000E+00  0.00000E+00  0.42064E-11  0.00000E+00 -0.10558E-04  0.00000E+00  0.00000E+00 -0.17057E-05  0.00000E+00 -0.62097E+00 -0.14205E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76982E+00  0.00000E+00  0.13453E-05    210  0.00000E+00      0.000
   26478.0000  0.00000E+00  0.00000E+00  0.75602E-11  0.00000E+00 -0.10276E-04  0.00000E+00  0.00000E+00 -0.17046E-05  0.00000E+00 -0.62252E+00 -0.14316E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76826E+00  0.00000E+00  0.13465E-05    211  0.00000E+00      0.000
   26628.0000  0.00000E+00  0.00000E+00 -0.92939E-11  0.00000E+00 -0.10007E-04  0.00000E+00  0.00000E+00 -0.17060E-05  0.00000E+00 -0.62402E+00 -0.14424E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76676E+00  0.00000E+00  0.13465E-05    212  0.00000E+00      0.000
   26778.0000  0.00000E+00  0.00000E+00 -0.95213E-12  0.00000E+00 -0.97491E-05  0.00000E+00  0.00000E+00 -0.17061E-05  0.00000E+00 -0.62548E+00 -0.14530E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76530E+00  0.00000E+00  0.13465E-05    213  0.00000E+00      0.000
   26928.0000  0.00000E+00  0.00000E+00  0.80576E-11  0.00000E+00 -0.95005E-05  0.00000E+00  0.00000E+00 -0.17049E-05  0.00000E+00 -0.62691E+00 -0.14634E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76387E+00  0.00000E+00  0.13477E-05    214  0.00000E+00      0.000
   27078.0000  0.00000E+00  0.00000E+00 -0.19696E-10  0.00000E+00 -0.92615E-05  0.00000E+00  0.00000E+00 -0.17078E-05  0.00000E+00 -0.62830E+00 -0.14736E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76249E+00  0.00000E+00  0.13477E-05    215  0.00000E+00      0.000
   27229.0000  0.00000E+00  0.00000E+00 -0.18474E-10  0.00000E+00 -0.90317E-05  0.00000E+00  0.00000E+00 -0.17106E-05  0.00000E+00 -0.62966E+00 -0.14837E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76112E+00  0.00000E+00  0.13477E-05    216  0.00000E+00      0.000
   27379.0000  0.00000E+00  0.00000E+00 -0.35669E-11  0.00000E+00 -0.88139E-05  0.00000E+00  0.00000E+00 -0.17112E-05  0.00000E+00 -0.63098E+00 -0.14936E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75980E+00  0.00000E+00  0.13477E-05    217  0.00000E+00      0.000
   27436.0000  0.00000E+00  0.00000E+00  0.20222E-10  0.00000E+00 -0.87327E-05  0.00000E+00  0.00000E+00 -0.17100E-05  0.00000E+00 -0.63148E+00 -0.14974E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75930E+00  0.00000E+00  0.13488E-05    218  0.00000E+00      0.000
   27529.0000  0.00000E+00  0.00000E+00  0.17081E-10  0.00000E+00 -0.86041E-05  0.00000E+00  0.00000E+00 -0.17084E-05  0.00000E+00 -0.63228E+00 -0.15035E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75850E+00  0.00000E+00  0.13504E-05    219  0.00000E+00      0.000
   27679.0000  0.00000E+00  0.00000E+00 -0.86544E-11  0.00000E+00 -0.84037E-05  0.00000E+00  0.00000E+00 -0.17097E-05  0.00000E+00 -0.63354E+00 -0.15133E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75724E+00  0.00000E+00  0.13504E-05    220  0.00000E+00      0.000
   27830.0000  0.00000E+00  0.00000E+00 -0.11084E-11  0.00000E+00 -0.82087E-05  0.00000E+00  0.00000E+00 -0.17099E-05  0.00000E+00 -0.63478E+00 -0.15232E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75600E+00  0.00000E+00  0.13504E-05    221  0.00000E+00      0.000
   27980.0000  0.00000E+00  0.00000E+00 -0.16342E-11  0.00000E+00 -0.80214E-05  0.00000E+00  0.00000E+00 -0.17101E-05  0.00000E+00 -0.63599E+00 -0.15332E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75480E+00  0.00000E+00  0.13504E-05    222  0.00000E+00      0.000
   28130.0000  0.00000E+00  0.00000E+00  0.13330E-10  0.00000E+00 -0.78409E-05  0.00000E+00  0.00000E+00 -0.17081E-05  0.00000E+00 -0.63716E+00 -0.15434E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75362E+00  0.00000E+00  0.13524E-05    223  0.00000E+00      0.000
   28280.0000  0.00000E+00  0.00000E+00 -0.13088E-10  0.00000E+00 -0.76676E-05  0.00000E+00  0.00000E+00 -0.17101E-05  0.00000E+00 -0.63831E+00 -0.15544E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75247E+00  0.00000E+00  0.13524E-05    224  0.00000E+00      0.000
   28430.0000  0.00000E+00  0.00000E+00  0.22169E-11  0.00000E+00 -0.75012E-05  0.00000E+00  0.00000E+00 -0.17098E-05  0.00000E+00 -0.63944E+00 -0.15683E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75135E+00  0.00000E+00  0.13527E-05    225  0.00000E+00      0.000
   28581.0000  0.00000E+00  0.00000E+00 -0.19469E-11  0.00000E+00 -0.73400E-05  0.00000E+00  0.00000E+00 -0.17101E-05  0.00000E+00 -0.64055E+00 -0.15813E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75024E+00  0.00000E+00  0.13527E-05    226  0.00000E+00      0.000
   28731.0000  0.00000E+00  0.00000E+00  0.26148E-11  0.00000E+00 -0.71845E-05  0.00000E+00  0.00000E+00 -0.17097E-05  0.00000E+00 -0.64162E+00 -0.15937E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74916E+00  0.00000E+00  0.13531E-05    227  0.00000E+00      0.000
   28871.0000  0.00000E+00  0.00000E+00  0.77307E-11  0.00000E+00 -0.70431E-05  0.00000E+00  0.00000E+00 -0.17086E-05  0.00000E+00 -0.64261E+00 -0.16048E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74818E+00  0.00000E+00  0.13542E-05    228  0.00000E+00      0.000
   29151.0000  0.00000E+00  0.00000E+00 -0.13841E-10  0.00000E+00 -0.67745E-05  0.00000E+00  0.00000E+00 -0.17125E-05  0.00000E+00 -0.64451E+00 -0.16257E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74628E+00  0.00000E+00  0.13542E-05    229  0.00000E+00      0.000
   29451.0000  0.00000E+00  0.00000E+00 -0.14211E-11  0.00000E+00 -0.65042E-05  0.00000E+00  0.00000E+00 -0.17129E-05  0.00000E+00 -0.64646E+00 -0.16470E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74433E+00  0.00000E+00  0.13542E-05    230  0.00000E+00      0.000
   29751.0000  0.00000E+00  0.00000E+00  0.19327E-11  0.00000E+00 -0.62489E-05  0.00000E+00  0.00000E+00 -0.17123E-05  0.00000E+00 -0.64833E+00 -0.16671E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74245E+00  0.00000E+00  0.13548E-05    231  0.00000E+00      0.000
   30051.0000  0.00000E+00  0.00000E+00  0.66080E-11  0.00000E+00 -0.60068E-05  0.00000E+00  0.00000E+00 -0.17103E-05  0.00000E+00 -0.65013E+00 -0.16864E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74065E+00  0.00000E+00  0.13568E-05    232  0.00000E+00      0.000
   30201.5000  0.00000E+00  0.00000E+00  0.76454E-11  0.00000E+00 -0.58889E-05  0.00000E+00  0.00000E+00 -0.17092E-05  0.00000E+00 -0.65102E+00 -0.16960E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73976E+00  0.00000E+00  0.13579E-05    233  0.00000E+00      0.000
   30352.0000  0.00000E+00  0.00000E+00 -0.14779E-11  0.00000E+00 -0.57753E-05  0.00000E+00  0.00000E+00 -0.17094E-05  0.00000E+00 -0.65189E+00 -0.17052E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73889E+00  0.00000E+00  0.13579E-05    234  0.00000E+00      0.000
   30652.0000  0.00000E+00  0.00000E+00 -0.34817E-11  0.00000E+00 -0.55611E-05  0.00000E+00  0.00000E+00 -0.17104E-05  0.00000E+00 -0.65356E+00 -0.17229E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73723E+00  0.00000E+00  0.13579E-05    235  0.00000E+00      0.000
   30952.0000  0.00000E+00  0.00000E+00 -0.61959E-11  0.00000E+00 -0.53573E-05  0.00000E+00  0.00000E+00 -0.17123E-05  0.00000E+00 -0.65516E+00 -0.17400E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73562E+00  0.00000E+00  0.13579E-05    236  0.00000E+00      0.000
   31252.0000  0.00000E+00  0.00000E+00  0.36664E-11  0.00000E+00 -0.51648E-05  0.00000E+00  0.00000E+00 -0.17112E-05  0.00000E+00 -0.65671E+00 -0.17565E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73407E+00  0.00000E+00  0.13590E-05    237  0.00000E+00      0.000
